tokens,target
EACCEDA,15.61181819537909
ACDDABEE,15.878434127469518
BCA,7.2770908407025185
AEC,6.569500893956503
AECCC,7.400444073898624
DCD,5.006884947127552
EEEDEAEBDB,16.84393166359351
EADBBBDA,13.834832761299035
DBECDDAAD,19.332016453540405
BEABBCCEB,11.119443154032714
BCAADCDC,13.979956044820934
BAADC,11.443319592902172
AEBEE,10.314927060358482
ADE,8.309242256393262
CBDCEAEB,13.420153115233266
CCDDACBCAD,17.83249041487054
ABDEDE,11.84598285790713
CEBDBD,8.38983026613467
CCCAA,13.682425816548728
DDAD,10.557791411774115
EBE,5.442626146337555
CCCB,4.04883792778014
BCEEB,7.5532829645415
DBDAAEECD,18.22560232364165
EDE,7.42498343938583
EECC,5.909853530205053
BBECB,5.515928090707605
EDCDCA,12.09728804448477
ECEBCD,8.812597547666673
BCE,6.11639915224079
EDEAEDCCE,15.822385508271825
DECDEADAB,18.68219112523754
ACCBDD,8.807323489104327
BDCACCACB,14.820763474322076
CEC,5.930311463327472
DECADEAAA,24.720439976097143
CCC,4.36134800476131
ECCB,4.068823813468278
EDBA,8.802825043662299
CCB,2.6580202491004514
BACADAEAEE,25.000204762613844
AADCBABDCC,14.877145664906788
CDEEBEECCB,13.70060273768111
DDBB,3.5914556844659047
EDBC,5.664737420965874
EAAAEEE,18.47451550204217
ECAAA,16.338971892476337
BDDD,7.203042598508117
BBDDEDECBD,13.583329417746784
BCAD,8.73595806720351
AAB,7.353408714656867
ABAEDAED,18.590128078120976
AACCA,12.161889563227671
BCECAD,12.60386125702303
EABBE,9.384389302051424
BEECEEADCA,21.035951868783126
AAEDCC,10.44761175454487
DACBCDA,13.641317056311689
AEBEED,11.635002253422375
CAD,7.907928691080962
EEBADBC,11.1090165392628
DADEDCC,10.887076299648736
AABEDEB,11.742842899472848
CAD,7.169491979362411
DECADBDB,10.784593592345578
ADBDCE,10.723827514001101
CABE,8.740426724568737
DADC,7.628885239904183
DEDCACA,15.22381126920747
CDCEAEB,13.394481677617199
DEDD,8.01044324414798
DAACBDBAB,14.337572675081564
BCE,6.118391184712217
DCCAADDAA,23.141415528948578
BBABEDDA,15.955459941926097
CBEB,4.922089262835448
EBBECED,11.579381052548227
CEB,4.67731680939135
DDADC,8.504727013439972
BADCE,9.975517405488889
BCB,2.8796102697631842
EBDACACDB,14.676240555374543
EDAEBDED,14.249796133015142
BCECAE,13.468924329844349
DEEBD,8.021003888740664
BCAAE,12.616825133517954
ACDDECCAC,16.280307471257835
DEDECBD,9.708684322016387
BAB,4.931347133929844
ABE,7.0397107264365095
EDE,7.579231499127373
CDBCCED,11.422456148436535
BEEDBDBDE,13.040469944460106
DACDB,7.781815941312484
CEACCEDBE,15.340108052725224
BAAED,12.996253756238987
EEEAAEADE,22.23345636094239
EEDCCDDDC,13.656141070418203
DAEEBBEAC,16.136141917421693
CDEEACBBCB,11.911911698609156
AACBAADDA,21.53045229395237
AAC,7.470343689441129
AABCAB,11.166295459360565
BCA,7.877459971973895
AEDDECA,16.100532094900526
EAACBDDBA,16.913224505546825
CDCBA,9.569855504304194
CECAAA,17.89406425148786
CEAECECCDC,15.59358201024308
DDBCAECBC,12.781629900613382
BDDAA,13.972693662970954
CDAAEAD,18.02290768431706
ECABACEC,14.422050911031667
AEDCED,11.2258563517547
BBAABEB,11.456228214325687
BBDAACA,16.68074057072299
CCBBAC,8.70573676010401
BCCE,6.248021313959251
DCADDCDCB,12.817177920842806
ACDCDBEDAC,17.90683787027193
ABEC,7.275738137619761
DBAED,10.970294608200248
AED,7.701440710545288
ABDAE,12.561294250810052
BABBCBCD,9.408270163304316
DECACB,9.59483043853171
DACAA,15.403765499909404
AEDAAECBCE,17.613378843313736
CBAC,6.640624553568918
BBCDCECBA,15.193050115205578
CCBAAECAA,22.345357994374744
CCDB,5.431308513306684
DBDCEDBBCB,9.954806686930663
DDACBAAE,18.75204650383773
EEABDEBCED,16.879705709980698
DDD,5.88043815274852
BAEEB,9.440933030859245
EDBABBAAE,19.606965732022317
ACECAEB,12.8378819945759
CAAEEEDEAE,24.301461984540328
EDBA,8.755865570911595
BCBBDCDBAB,12.308647628275988
CCDCEA,12.373675010547688
CBBAE,9.260037807430477
BCEA,10.524439421909479
AEEEBAE,16.966743493123747
BACBAEA,16.97714988445161
EECBDADAA,21.395281803399715
AACDCAE,15.88114964606665
CCEABCB,9.27976594751308
DADDDAAEBB,18.146325693700298
ECBECC,8.170665116475298
CDCDD,8.134770065480316
CCBAADDBEA,20.402347261280127
ABBEEB,9.16765826341363
DADEB,8.540995618889097
CEB,4.4286511289658455
BDBEECCA,15.47065529038374
ECBDBDCABB,12.617114401199272
BAACCEAED,18.79245958968391
BECDBED,11.174945060057368
DBEDDADAEE,22.486072222311332
CEDBACE,14.234083376712574
BCAE,9.388442184680526
CDDCECEBCE,16.32472989947905
EEACDCCECC,14.311848371538366
DECBADCB,12.381135222850382
EBCADEE,15.226140487339205
CCBBECADC,14.176130327556535
DECE,8.7291442148525
EDBDA,11.350924642746046
CCEBCBCE,10.469023626950952
EACAAB,14.470861322345263
DADBAEBDB,13.733039682934388
ACCDDCDBEE,16.592086263830073
DBCD,5.899887281860782
CDEBADDCEC,16.416765435882386
ACCDEBA,13.820225053611624
AEDDEDAAB,18.777969010856157
BBCDBB,5.244486344776633
DEDCEADCED,18.47564171566745
EEDEBD,10.545217170699555
BBCDEBCDD,12.021121320011263
BABEBAEAB,17.54322691518981
DABEA,12.808274699454557
ADDCDAC,13.25254362471546
BDCAEEAAEC,22.747154289464483
DDAECDEC,15.238741369015495
CEBEAC,12.45245230365655
EDAAEBD,13.704360845601867
DEEBBADDE,16.171845055519718
EAB,5.895140966610682
BCECBCEEAD,18.296567411071415
BAEB,7.478843293026776
BECEEAC,14.812675036887297
DEDA,11.107698252728143
DAA,11.32461439515255
ADAEAACDAC,22.778696734488694
BCCCAABEEE,19.282767329075156
CAACCCA,14.328476448555492
CBCDCAC,11.409843745380543
ECDDBACD,13.041591079129743
EDBA,9.688023396264898
CBDCCDAB,13.111335337875492
ADBD,6.510710050067903
DEABCBBAB,12.340262275464417
BCCECB,7.720091757761578
BBBDDD,8.442970413813821
AABCBEADA,19.569701849847053
ADEBBDA,13.491138887930628
ABEACDD,12.829520559458091
CBBAD,9.294233864533137
CEE,6.967562048523504
EEACBADC,14.375820986793938
CDDDBECE,12.770161565755354
ABEBDADA,17.23713204839816
EAAABBEAC,17.467529326818987
AABEAAECE,19.634774240776835
ECEAECDEB,15.501368917296169
EBDC,6.728587266819819
BBDAAEDCCD,18.015933991267417
DCBDEE,11.672901633681434
CBA,8.13135757903111
BEDCDDEB,11.696630718370486
EBCCAE,11.205267179586862
ACBBBEE,10.239831847240891
DBCEEBE,10.587893719634994
BBBAEBDCC,11.774740102479832
CCAD,8.440222136955795
ECADC,9.230491564989427
CBCADDA,14.686699273770273
BCE,5.35434834532961
EDADBEABB,14.125087656232962
AACDBBCCC,10.177659805476374
EEABDAB,13.063725202155148
ECBAD,9.987089407475821
BDDED,9.420662816135309
CCDDE,9.621501065223688
CAEADEEB,15.569667315721336
DEBEDDE,12.551678886342396
ECDDCEB,9.665497688560091
DEDADBBED,14.076802913897785
ECBECEDD,13.093741919662165
CCDADADBB,14.527233807114447
DCEBDED,12.303619792197242
CEBCDBB,7.914810100858044
DAEC,8.42085487937039
DBBDAAC,14.089499508485378
ADEBBB,6.950199294197532
CBCABA,12.725612659659253
BDDDAEBDBA,18.885268071998357
EEAD,10.847601450042
CCAB,7.183585080116717
ADBABA,12.716037110441214
DDBA,9.597281715592064
CBABEDED,14.960362756446946
EEBEBB,6.913599131301768
DEDEDAAEDD,22.18596007741834
CECC,5.888420182909554
DAEED,11.871803963740065
ADB,5.341318041784353
CCAECADCE,17.509334857993277
DCEAE,12.649569169709062
BEEDCAAD,17.704144026980995
CCEBCD,8.971816026377429
EAAB,9.669011740550854
DECACDC,11.462572042946556
EDADCC,10.506140041526018
CECEEDAD,18.043023524768557
CCDBBCBC,6.867620253407074
DADCCDC,11.1233672430867
BCCDABDA,16.23758387324769
CDCED,9.29936950799657
DCCEEEAE,17.91488073511181
EAD,7.850980620457976
BCD,5.480900944052828
AEBDCABA,16.159307298445356
CDACDE,11.919489497738308
ACBCEDB,9.514834820032974
AABB,6.505431494574159
EBC,3.5833132206022826
DBDADCB,10.10491999542649
ABAECE,12.238883048455026
CCCABD,9.319364952796665
ECCCDE,10.419461287584603
CBDDDB,8.411223220830811
EEAB,9.270836405898184
CEBEABABED,17.31029250525347
CAEDEACE,18.495776651102368
DBCCBDE,9.583969347575072
ADCB,4.813000226288347
ABEBDB,7.365498612058445
AEC,6.692558592266144
DCAABE,13.288396911956909
EEBECBCB,8.569245586428528
CCBDECDEE,15.375294537351499
CBDDC,7.847861438905433
ADEEABAAED,24.148644347386554
BCA,6.847864207938331
CEC,5.393133464666885
BEC,4.605326493974519
ADCCAD,12.384370791457025
ADABCB,9.098430932765009
EEEADBBBBE,13.632463581150871
DEBA,9.995097378244923
EBEDAACCC,16.21237809056618
DDDD,8.100507380585945
DEAEB,10.141473092253742
BCEDD,8.317167598238397
DEBEAAAC,20.064583182450473
CCECBAEACE,19.831638444958486
BDCCAEEAE,21.13583312681833
EEAD,10.234272724320393
DAB,5.216070287317272
BBA,6.079961127747124
ECBCECAC,13.608859694475266
ADEE,10.375223285443687
EAD,7.682671793880512
CBABECCA,15.160392862966342
BCA,7.763692638469604
DBBA,9.06238570150848
ACBB,4.915669530994202
ADBDDEAD,17.168460218782357
BDA,8.92461619686377
CADEEDBBEE,16.60124368054507
AECCE,9.442108811779914
BEDEDEB,12.434588494051734
EEBCEA,13.23475310819908
BDDAEBAEB,15.869125829815026
CBCBCDEC,10.925739950176101
CDCADADC,15.58043886036498
DCAACBDD,13.935030557634478
BAEEC,9.849673672827722
BEAACBCB,11.56632403850656
CCECBE,8.619609020332662
CDCAE,11.977950608298176
EDC,5.300989030817074
CACDACCBEA,19.23643704900776
DEAC,8.819903652288751
CDCDEEA,17.147384295773893
DBBBCB,3.9739525326094216
EABED,10.396642702582563
EAB,5.615378571399069
EBB,2.342092091786246
EEACBAEA,18.598286100766604
EECEBBA,13.301507096639007
ABBDE,9.209855374945096
AEE,9.06471301966595
CAEAEB,12.30932632817145
CABAAADD,19.260639952506907
BCCCADB,10.518184629838297
EAEC,8.773103757417958
EBABCBBBD,9.550472695184167
BADA,11.648182219627317
BCEEBA,12.665684705999888
DCAAACADCE,21.22353958131635
CDECABBA,14.34683600034713
ACCADBCB,9.845748139502094
ADEEEAC,16.569199807324214
DCEBDADBCA,18.015638910901366
CDE,6.169987316875692
EDCBBBEA,12.86706058650501
DADAEBC,11.939179367951088
BEDCBADEC,14.436780107066046
EEB,4.800050468934431
EBCCEBAAA,21.245758487401478
CBBCAAEDB,15.92658024917634
EDAABC,10.957814395771438
BCDACDACB,13.628721984212905
EADB,6.9906597089321405
CBA,6.63543873223709
AEAAEABA,21.1706746208792
ADAAEB,13.493095668724811
EBEABBDEE,16.60458641202392
AAAE,13.190622133239037
CDAECD,11.598703021738782
CBDBABB,8.935808213000461
ECBABCADAD,19.50125133804037
CCA,7.8034736214692995
DEDEAA,17.50081591260428
BBE,6.129413560954094
ACBBAB,8.494179967075736
EDC,5.289615668944743
ADBDAEBD,14.27415981377725
EDDB,5.7347798342486165
ADBDDCC,9.663074831277223
DBDCBDEED,14.491947003058188
ECCDC,6.81371562562188
CECECCB,9.125882765632158
CEA,9.67492878851599
EEAC,9.705214876597251
CBDDBAB,10.526408460186918
AACC,7.652517004350318
EBBE,6.236086227685363
ADBECBDA,14.082843462979714
CCADABB,11.57743577496332
DEDBE,8.539046624947487
BDEBEED,12.824867299623852
DAAB,8.211094090071901
BACBCBEEA,16.839851097731678
ACBDADDB,12.761315426338435
BBBACB,6.963885139738523
DEA,9.426249771910676
EBD,5.348083998579645
CBEBE,7.855913926922566
DACBBBDAE,15.873058043078629
ADBCBECBCA,15.113918442860976
BAE,7.902882779086583
ECEC,7.096280117266313
DBCD,6.322379805726149
BEEDBE,10.866692748360498
DAEEEC,12.339043429434955
DEAE,11.687938230999393
DCDEADCDBE,16.466686306220453
EEEEACE,15.569266994482527
DEBADDB,10.962040881048562
ADADEDD,14.33866311288141
BEBEBCBD,9.58089095630063
AAECBCA,13.475119966345936
CCBDDBD,8.467500587445425
DBD,5.39017200005407
BCCABAD,14.521338129848765
AEBDBDD,10.307222054658787
BACCCBBAD,12.943883803297418
CAD,7.545136067226234
CCBADBAECD,17.601143968071753
DDCABABDAD,18.40065359388542
DBEDDEEAB,17.65981783112186
ECEBDDD,11.066451584323463
ADEDCBBEB,11.865234812703612
BAEEBBBCDC,11.666933364263343
EEA,10.030606185697378
AEB,5.6177512606166955
CCDBAEA,15.874600593113929
ECADBDBA,14.346917071072244
DDDADEE,15.938727635580069
AECA,10.603106737990515
AEEDD,10.674678100732892
EBECEE,12.235569578015602
BCCBBCD,7.275921984665018
ACB,5.261657051614311
EBE,5.759117014453262
CADEDAED,17.491206973766865
BBACDBA,12.993727399199688
CCAADADD,18.177715962046875
EDDAE,13.283119494982866
EAB,6.415480716018617
CDBC,5.8481115710764
AEBDBDBDC,11.721038260682343
CCBEDDDA,15.731602882130865
DBCDED,10.030327650876616
ADBEDBBDD,12.343728150727072
BBBDBADAC,15.832675852533871
BBEBCBDBE,11.212729088404126
CCBC,4.853304077431957
BDBADCEBAC,16.336416071705177
CEDCCCD,9.43141061209872
AEDECA,13.720251868007626
ACAABA,15.150257610419597
CCBCCC,6.854280157428322
BDEDEA,14.580442191495884
BAAECCE,13.395846523729093
CEBB,4.024418389997852
CEEBADABB,15.651465957632732
ADAECECBDA,18.63417308766625
EADABEBEEC,17.26464176210996
BBCDBACBD,13.364956835509288
CEDEEDECBE,16.749527537410522
BBECE,8.67291823510769
BCAEEBCDC,13.737094162702613
EDCABCCAEB,17.16519084282903
CDAAC,12.660530869176734
DCCBBDEB,9.447850744311136
EBBDDE,9.682634054866698
ACB,4.85280171405155
EBDBECA,13.550965572798253
ECDECEBCBB,10.361978610275678
CAE,8.774576403275967
ECEDBBAEA,19.100225752170157
DDEEAED,15.840415042698703
EAAAACEBEC,19.55312901845515
EEBBDACBBA,15.849974274512725
ECA,8.679100908674814
ECE,6.257284613061157
EBBB,3.7837084765161997
EDDAAACA,21.651849962628425
DEACCDE,13.496064101223526
DCACAB,11.211039611583645
ABCDC,7.120663247260374
ABAEBA,14.459516881663722
DDBEDDEAD,17.92766615583166
DAABCAEC,15.407201850618787
CEDEEDDD,15.423321715717242
BEDDEBEA,15.869394074073846
DCAAEBDCAC,18.364638295898075
DBCAC,8.82502708274258
EBDDE,8.538828321565108
EABBB,4.633354964167213
AEEBA,11.760506976462192
AAEE,12.646605502849662
ABEE,8.805141554903297
DCC,3.4090154875180727
BBEBB,4.723557940369531
DDE,6.625111577857947
DBDEEEABAC,19.657620685754992
BAEAB,10.550617406403186
CDAC,8.216802704392638
ADDBBEE,12.130094107375916
BDBC,5.149365054320102
CECBAECD,13.64252157495197
ABDA,9.76133122039064
BBED,7.168150900335861
DDECBCEDBA,17.16983712401395
CCBCC,6.021456691200066
BBEDAACECA,22.035849091910627
DEBD,6.21365917992035
EABEEDA,16.10192343964173
BEBE,7.030128838666237
ABAABABBB,12.66102154898533
AEBB,6.5690876283102995
DCCBAEEAB,16.98764102574422
DBAEBCBBC,10.232671064885958
CBCACCBA,14.115130250702963
ADEAC,11.072446162259775
EBDEAB,11.132403044237904
CDCBECDBAC,15.125067080502104
BACBBCBECB,10.95507873445759
ECB,4.302951748130951
AEAA,14.288681762553331
DDDEACBD,13.310670276823972
DDBEA,10.611464513044822
AECDDCABA,18.653177654850012
CBEEB,7.413102376387018
DEDBABA,14.419646408795614
BAACAACEEC,20.157964757547884
CDEBE,8.978861384736122
CDE,6.9798997125554605
BDDBDDEEBA,18.40089437289386
DABBEDCB,9.95455631878459
ABBABDB,9.429828850886935
DCBBEEA,13.178627419127459
EDCE,7.79654150799986
EBABAAEAC,21.254368377076997
BDADBBE,10.531812943458666
CBEEA,12.37406556811505
DCAE,10.181834578767159
CDAA,11.60413529008307
BAD,7.323402809429383
ECDAAEE,17.393867743683323
BCEBADBE,13.707412241017938
CACDBBEBA,15.212164028073165
EDCCC,6.206831786445073
ADCDCEEEB,14.475618637140359
DDBCBC,5.672573705048763
DBCEC,7.119078950324151
BCAC,7.989680476714711
DDCED,8.683827580811196
CCED,7.812649096116496
DBEEDD,9.713237878150931
CEEBB,6.046449897156087
CAA,10.68897052888381
CDDDEBBE,12.378539884240535
DDA,8.888945019033708
EBCABDDACD,17.41267301609418
DEBCBCDEBD,12.107201842048992
BEEDCD,10.078881219428375
AABBAEB,11.69922235998159
DEBDBBDAD,13.910445817011283
CDBBDCD,9.445261088822734
EBBCBACBA,15.071843557846304
EBADDACCBD,16.672518210384354
CABCCEA,14.875909999790494
CBDC,5.610790447558827
BABEA,12.256363753942269
BDED,8.285511973180384
ECCACDAEA,21.719200190197263
ABBACBED,12.336512226834746
BCCCAECD,14.392942330776792
BDAADEAADA,26.782421179300062
EBCAEAD,16.96075604592505
BAA,10.902641869060227
AAAA,14.424504717994713
DEBAD,10.74450622776617
EDCDD,8.950978745816162
ECABECDCBB,10.747625247140494
EDADABE,15.878231812410224
EBDDCADBD,13.726124496444552
CAEEEEBCEE,18.728119398683656
CACCCE,10.704430823367886
ADCAABDC,14.1144990304964
DBEACEBDAC,17.782994093716496
EEADBDDD,13.760344253933308
AABDABBDC,12.914559235942171
AEBABDCBAD,16.56439449882577
DCDEABC,11.905733942391258
CDCEBBCA,13.219491976362526
CDBBBAAEC,16.813300884471314
DDA,8.463041395677111
BCDBE,7.2165679809977235
ADBCC,6.63403613462431
BDE,6.697189300269111
ECCBEC,9.440981098815024
CBDCAADEBA,20.36826831643883
ABAEAB,11.948549134472483
CADCDDDAEC,18.731471256977684
ADBCEEBACB,15.06895826045903
DCEBEEEAE,20.405829416350993
ACEB,6.296269946354199
